S No,State Code,StateName,District LGD Code,DistrictName,District Name (In Local language),Hierarchy,Short Name of District,Census 2001 Code,Census2011 Code,Pesa Status,View Details,View History,View Government Order,View Map
365,23,Madhya Pradesh(State),766,MAUGANJ,मऊगंज,Madhya Pradesh(State),MGJ,,,Not Covered,,,,
366,23,Madhya Pradesh(State),417,Morena,मुरैना,Madhya Pradesh(State),MRN,2,419,Not Covered,,,,
367,23,Madhya Pradesh(State),409,Narmadapuram,नर्मदापुरम,Madhya Pradesh(State),HSH,37,449,Not Covered,,,,
368,23,Madhya Pradesh(State),418,Narsimhapur,नरसिंहपुर,Madhya Pradesh(State),NRS,40,452,Not Covered,,,,
369,23,Madhya Pradesh(State),419,Neemuch,नीमच,Madhya Pradesh(State),NMC,18,432,Not Covered,,,,
370,23,Madhya Pradesh(State),722,Niwari,निवारी,Madhya Pradesh(State),NWR,,0,Not Covered,,,,
371,23,Madhya Pradesh(State),785,Pandhurna,पांढुर्णा,Madhya Pradesh(State),PND,,,Not Covered,,,,
372,23,Madhya Pradesh(State),420,Panna,पन्ना,Madhya Pradesh(State),PNN,10,426,Not Covered,,,,
373,23,Madhya Pradesh(State),421,Raisen,रायसेन,Madhya Pradesh(State),RSN,34,446,Not Covered,,,,
374,23,Madhya Pradesh(State),422,Rajgarh,राजगढ़,Madhya Pradesh(State),RJG,30,442,Not Covered,,,,
375,23,Madhya Pradesh(State),423,Ratlam,रतलाम,Madhya Pradesh(State),RTL,20,434,Not Covered,,,,
376,23,Madhya Pradesh(State),424,Rewa,रीवा,Madhya Pradesh(State),REW,14,430,Not Covered,,,,
377,23,Madhya Pradesh(State),425,Sagar,सागर,Madhya Pradesh(State),SGR,11,427,Not Covered,,,,
378,23,Madhya Pradesh(State),426,Satna,सतना,Madhya Pradesh(State),STN,13,429,Not Covered,,,,
379,23,Madhya Pradesh(State),427,Sehore,सीहोर,Madhya Pradesh(State),SEH,33,445,Not Covered,,,,
380,23,Madhya Pradesh(State),428,Seoni,सिवनी,Madhya Pradesh(State),SEO,44,456,Not Covered,,,,
381,23,Madhya Pradesh(State),429,Shahdol,शहडोल,Madhya Pradesh(State),SHD,16,460,Not Covered,,,,
382,23,Madhya Pradesh(State),430,Shajapur,शाजापुर,Madhya Pradesh(State),SJR,22,436,Not Covered,,,,
383,23,Madhya Pradesh(State),431,Sheopur,श्योपुर,Madhya Pradesh(State),SHP,1,418,Not Covered,,,,
384,23,Madhya Pradesh(State),432,Shivpuri,शिवपुरी,Madhya Pradesh(State),SVP,6,423,Not Covered,,,,
385,23,Madhya Pradesh(State),433,Sidhi,सीधी,Madhya Pradesh(State),SDH,17,462,Not Covered,,,,
386,23,Madhya Pradesh(State),638,Singrauli,सिंगरौली,Madhya Pradesh(State),SGL,,463,Not Covered,,,,
387,23,Madhya Pradesh(State),434,Tikamgarh,टीकमगढ़,Madhya Pradesh(State),TKM,8,424,Not Covered,,,,
388,23,Madhya Pradesh(State),435,Ujjain,उज्जैन,Madhya Pradesh(State),UJJ,21,435,Not Covered,,,,
389,23,Madhya Pradesh(State),436,Umaria,उमरिया,Madhya Pradesh(State),UMA,15,431,Not Covered,,,,
390,23,Madhya Pradesh(State),437,Vidisha,विदिशा,Madhya Pradesh(State),VID,31,443,Not Covered,,,,
391,27,Maharashtra(State),466,Ahilyanagar,अहिल्यानगर,Maharashtra(State),AHN,26,522,Not Covered,,,,
392,27,Maharashtra(State),467,Akola,अकोला,Maharashtra(State),AKO,5,501,Not Covered,,,,
393,27,Maharashtra(State),468,Amravati,अमरावती,Maharashtra(State),AMV,7,503,Not Covered,,,,
394,27,Maharashtra(State),470,Beed,बीड,Maharashtra(State),BEE,27,523,Not Covered,,,,
395,27,Maharashtra(State),471,Bhandara,भंडारा,Maharashtra(State),BHA,10,506,Not Covered,,,,
396,27,Maharashtra(State),472,Buldhana,बुलढाणा,Maharashtra(State),BUL,4,500,Not Covered,,,,
397,27,Maharashtra(State),473,Chandrapur,चंद्रपूर,Maharashtra(State),CPR,13,509,Partially Covered,,,,
398,27,Maharashtra(State),469,Chhatrapati Sambhajinagar,छत्रपती संभाजीनगर,Maharashtra(State),AUR,19,515,Not Covered,,,,
399,27,Maharashtra(State),488,Dharashiv,धाराशिव,Maharashtra(State),OSM,29,525,Not Covered,,,,
400,27,Maharashtra(State),474,Dhule,धुळे,Maharashtra(State),DHU,2,498,Not Covered,,,,
401,27,Maharashtra(State),475,Gadchiroli,गडचिरोली,Maharashtra(State),GDC,12,508,Not Covered,,,,
402,27,Maharashtra(State),476,Gondia,गोंदीया,Maharashtra(State),GON,11,507,Not Covered,,,,
403,27,Maharashtra(State),477,Hingoli,हिंगोली,Maharashtra(State),HIN,16,512,Not Covered,,,,
404,27,Maharashtra(State),478,Jalgaon,जळगाव,Maharashtra(State),JLG,3,499,Partially Covered,,,,
405,27,Maharashtra(State),479,Jalna,जालना,Maharashtra(State),JAL,18,514,Not Covered,,,,
406,27,Maharashtra(State),480,Kolhapur,कोल्हापूर,Maharashtra(State),KLP,34,530,Not Covered,,,,
407,27,Maharashtra(State),481,Latur,लातूर,Maharashtra(State),LTR,28,524,Not Covered,,,,
408,27,Maharashtra(State),482,Mumbai,मुंबई,Maharashtra(State),MMB,23,519,Not Covered,,,,
409,27,Maharashtra(State),483,Mumbai Suburban,मुंबई उपनगर,Maharashtra(State),MMS,22,518,Not Covered,,,,
410,27,Maharashtra(State),484,Nagpur,नागपूर,Maharashtra(State),NGP,9,505,Not Covered,,,,
411,27,Maharashtra(State),485,Nanded,नांदेड,Maharashtra(State),NAN,15,511,Not Covered,,,,
412,27,Maharashtra(State),486,Nandurbar,नंदूरबार,Maharashtra(State),NNR,1,497,Not Covered,,,,
413,27,Maharashtra(State),487,Nashik,नाशिक,Maharashtra(State),NSH,20,516,Not Covered,,,,
414,27,Maharashtra(State),665,Palghar,पालघर,Maharashtra(State),PLG,,0,Not Covered,,,,
415,27,Maharashtra(State),489,Parbhani,परभणी,Maharashtra(State),PBN,17,513,Not Covered,,,,
416,27,Maharashtra(State),490,Pune,पुणे,Maharashtra(State),PUN,25,521,Not Covered,,,,
417,27,Maharashtra(State),491,Raigad,रायगड,Maharashtra(State),RGD,24,520,Not Covered,,,,
418,27,Maharashtra(State),492,Ratnagiri,रत्नागिरी,Maharashtra(State),RTN,32,528,Not Covered,,,,
419,27,Maharashtra(State),493,Sangli,सांगली,Maharashtra(State),SNG,35,531,Not Covered,,,,
420,27,Maharashtra(State),494,Satara,सातारा,Maharashtra(State),SAT,31,527,Not Covered,,,,
421,27,Maharashtra(State),495,Sindhudurg,सिंधुदुर्ग,Maharashtra(State),SIN,33,529,Not Covered,,,,
422,27,Maharashtra(State),496,Solapur,सोलापूर,Maharashtra(State),SOL,30,526,Not Covered,,,,
423,27,Maharashtra(State),497,Thane,ठाणे,Maharashtra(State),THN,21,517,Not Covered,,,,
424,27,Maharashtra(State),498,Wardha,वर्धा,Maharashtra(State),WRD,8,504,Not Covered,,,,
425,27,Maharashtra(State),499,Washim,वाशिम,Maharashtra(State),WSH,6,502,Not Covered,,,,
426,27,Maharashtra(State),500,Yavatmal,यवतमाळ,Maharashtra(State),YVT,14,510,Not Covered,,,,
427,14,Manipur(State),252,Bishnupur,BISHNUPUR,Manipur(State),BSH,4,275,Not Covered,,,,
428,14,Manipur(State),253,Chandel,CHANDEL,Manipur(State),CHA,9,280,Not Covered,,,,
429,14,Manipur(State),254,Churachandpur,CHURACHANDPUR,Manipur(State),CHC,3,274,Not Covered,,,,
430,14,Manipur(State),255,Imphal East,IMPHAL EAST,Manipur(State),IME,7,278,Not Covered,,,,
431,14,Manipur(State),256,Imphal West,IMPHAL WEST,Manipur(State),IMW,6,277,Not Covered,,,,
432,14,Manipur(State),713,Jiribam,,Manipur(State),JRB,,0,Not Covered,,,,
433,14,Manipur(State),711,Kakching,,Manipur(State),KKC,,0,Not Covered,,,,
434,14,Manipur(State),717,Kamjong,,Manipur(State),KMJ,,0,Not Covered,,,,
435,14,Manipur(State),712,Kangpokpi,,Manipur(State),KNP,,0,Not Covered,,,,
436,14,Manipur(State),714,Noney,NONEY,Manipur(State),NNY,,0,Not Covered,,,,
437,14,Manipur(State),715,Pherzawl,,Manipur(State),PHR,,0,Not Covered,,,,
438,14,Manipur(State),257,Senapati,SENAPATI,Manipur(State),SNT,1,272,Not Covered,,,,
439,14,Manipur(State),258,Tamenglong,TAMENGLONG,Manipur(State),TMN,2,273,Not Covered,,,,
440,14,Manipur(State),716,Tengnoupal,TENGNOUPAL,Manipur(State),TNG,,0,Not Covered,,,,
441,14,Manipur(State),259,Thoubal,THOUBAL,Manipur(State),THB,5,276,Not Covered,,,,
442,14,Manipur(State),260,Ukhrul,UKHRUL,Manipur(State),UKH,8,279,Not Covered,,,,
443,17,Meghalaya(State),740,Eastern West Khasi Hills,,Meghalaya(State),EWK,,0,Not Covered,,,,
444,17,Meghalaya(State),273,East Garo Hills,EAST GARO HILLS,Meghalaya(State),EGH,2,294,Not Covered,,,,
445,17,Meghalaya(State),657,East Jaintia Hills,EAST JAINTIA HILLS,Meghalaya(State),EJH,,0,Not Covered,,,,
446,17,Meghalaya(State),274,East Khasi Hills,EAST KHASI HILLS,Meghalaya(State),EKH,6,298,Not Covered,,,,
447,17,Meghalaya(State),656,North Garo Hills,NORTH GARO HILLS,Meghalaya(State),NGH,,0,Not Covered,,,,
448,17,Meghalaya(State),276,Ri Bhoi,RI BHOI,Meghalaya(State),RGH,5,297,Not Covered,,,,
449,17,Meghalaya(State),277,South Garo Hills,SOUTH GARO HILLS,Meghalaya(State),SGH,3,295,Not Covered,,,,
450,17,Meghalaya(State),663,South West Garo Hills,SOUTH WEST GARO HILLS,Meghalaya(State),SWG,,0,Not Covered,,,,
451,17,Meghalaya(State),658,South West Khasi Hills,SOUTH WEST KHASI HILLS,Meghalaya(State),SWK,,0,Not Covered,,,,
452,17,Meghalaya(State),278,West Garo Hills,WEST GARO HILLS,Meghalaya(State),WGH,1,293,Not Covered,,,,
453,17,Meghalaya(State),275,West Jaintia Hills,WEST JAINTIA HILLS,Meghalaya(State),WJH,7,299,Not Covered,,,,
454,17,Meghalaya(State),279,West Khasi Hills,WEST KHASI HILLS,Meghalaya(State),WKA,4,296,Not Covered,,,,
455,15,Mizoram(State),261,Aizawl,AIZAWL,Mizoram(State),AIZ,3,283,Not Covered,,,,
456,15,Mizoram(State),262,Champhai,CHAMPHAI,Mizoram(State),CPH,4,284,Not Covered,,,,
457,15,Mizoram(State),726,Hnahthial,,Mizoram(State),HNH,,0,Not Covered,,,,
458,15,Mizoram(State),728,Khawzawl,KHAWZAWL,Mizoram(State),KHW,,0,Not Covered,,,,
459,15,Mizoram(State),263,Kolasib,KOLASIB,Mizoram(State),KLS,2,282,Not Covered,,,,
460,15,Mizoram(State),264,Lawngtlai,LAWNGTLAI,Mizoram(State),LWN,7,287,Not Covered,,,,
461,15,Mizoram(State),265,Lunglei,LUNGLEI,Mizoram(State),LNG,6,286,Not Covered,,,,
462,15,Mizoram(State),266,Mamit,MAMIT,Mizoram(State),MMT,1,281,Not Covered,,,,
463,15,Mizoram(State),727,Saitual,SAITUAL,Mizoram(State),STL,,0,Not Covered,,,,
464,15,Mizoram(State),268,Serchhip,SERCHHIP,Mizoram(State),SER,5,285,Not Covered,,,,
465,15,Mizoram(State),267,Siaha,Siaha,Mizoram(State),SAI,8,288,Not Covered,,,,
466,13,Nagaland(State),758,Chumoukedima,Chumoukedima,Nagaland(State),CKD,,0,Not Covered,,,,
467,13,Nagaland(State),244,Dimapur,DIMAPUR,Nagaland(State),DMP,6,265,Not Covered,,,,
468,13,Nagaland(State),614,Kiphire,,Nagaland(State),KIP,2,269,Not Covered,,,,
469,13,Nagaland(State),245,Kohima,KOHIMA,Nagaland(State),KHM,7,270,Not Covered,,,,
470,13,Nagaland(State),615,Longleng,,Nagaland(State),LLG,2,268,Not Covered,,,,
471,13,Nagaland(State),788,Meluri,Meluri,Nagaland(State),,,,Not Covered,,,,
472,13,Nagaland(State),246,Mokokchung,MOKOKCHUNG,Nagaland(State),MKK,3,262,Not Covered,,,,
473,13,Nagaland(State),247,Mon,MON,Nagaland(State),MON,1,261,Not Covered,,,,
474,13,Nagaland(State),764,Niuland,Niuland,Nagaland(State),NLN,,0,Not Covered,,,,
475,13,Nagaland(State),736,Noklak,Noklak,Nagaland(State),NKL,,0,Not Covered,,,,
476,13,Nagaland(State),613,Peren,,Nagaland(State),PER,7,271,Not Covered,,,,
477,13,Nagaland(State),248,Phek,PHEK,Nagaland(State),PHK,8,266,Not Covered,,,,
478,13,Nagaland(State),765,Shamator,Shamator,Nagaland(State),SMR,,0,Not Covered,,,,
479,13,Nagaland(State),757,Tseminyu,Tseminyu,Nagaland(State),TSM,,0,Not Covered,,,,
480,13,Nagaland(State),249,Tuensang,TUENSANG,Nagaland(State),TNS,2,267,Not Covered,,,,
481,13,Nagaland(State),250,Wokha,WOKHA,Nagaland(State),WKH,5,264,Not Covered,,,,
482,13,Nagaland(State),251,Zunheboto,ZUNHEBOTO,Nagaland(State),ZNH,4,263,Not Covered,,,,
483,21,Odisha(State),344,Anugul,ANUGUL,Odisha(State),ANU,15,384,Not Covered,,,,
484,21,Odisha(State),345,Balangir,BALANGIR,Odisha(State),BLN,24,393,Not Covered,,,,
485,21,Odisha(State),346,Baleshwar,BALESHWAR,Odisha(State),BLW,8,377,Not Covered,,,,
486,21,Odisha(State),347,Bargarh,BARGARH,Odisha(State),BRG,1,370,Not Covered,,,,
487,21,Odisha(State),348,Bhadrak,BHADRAK,Odisha(State),BDK,9,378,Not Covered,,,,
488,21,Odisha(State),349,Boudh,BOUDH,Odisha(State),BDH,22,391,Not Covered,,,,
489,21,Odisha(State),350,Cuttack,CUTTACK,Odisha(State),CTT,12,381,Not Covered,,,,
490,21,Odisha(State),351,Deogarh,DEOGARH,Odisha(State),DGR,4,373,Not Covered,,,,
491,21,Odisha(State),352,Dhenkanal,DHENKANAL,Odisha(State),DHK,14,383,Not Covered,,,,
492,21,Odisha(State),353,Gajapati,GAJAPATI,Odisha(State),GJP,20,389,Not Covered,,,,
493,21,Odisha(State),354,Ganjam,GANJAM,Odisha(State),GNJ,19,388,Not Covered,,,,
494,21,Odisha(State),355,Jagatsinghapur,JAGATSINGHAPUR,Odisha(State),JGT,11,380,Not Covered,,,,
495,21,Odisha(State),356,Jajapur,JAJAPUR,Odisha(State),JJP,13,382,Not Covered,,,,
496,21,Odisha(State),357,Jharsuguda,JHARSUGUDA,Odisha(State),JHR,2,371,Not Covered,,,,
497,21,Odisha(State),358,Kalahandi,KALAHANDI,Odisha(State),KLH,26,395,Not Covered,,,,
498,21,Odisha(State),359,Kandhamal,KANDHAMAL,Odisha(State),KNM,21,390,Not Covered,,,,
499,21,Odisha(State),360,Kendrapara,KENDRAPARA,Odisha(State),KND,10,379,Not Covered,,,,
500,21,Odisha(State),361,Kendujhar,KENDUJHAR,Odisha(State),KNH,6,375,Not Covered,,,,
501,21,Odisha(State),362,Khordha,KHORDHA,Odisha(State),KHD,17,386,Not Covered,,,,
502,21,Odisha(State),363,Koraput,KORAPUT,Odisha(State),KRP,29,398,Fully Covered,,,,
503,21,Odisha(State),364,Malkangiri,MALKANGIRI,Odisha(State),MLK,30,399,Fully Covered,,,,
504,21,Odisha(State),365,Mayurbhanj,MAYURBHANJ,Odisha(State),MYR,7,376,Fully Covered,,,,
505,21,Odisha(State),366,Nabarangpur,NABARANGPUR,Odisha(State),NBR,28,397,Fully Covered,,,,
506,21,Odisha(State),367,Nayagarh,NAYAGARH,Odisha(State),NYG,16,385,Not Covered,,,,
507,21,Odisha(State),368,Nuapada,NUAPADA,Odisha(State),NPD,25,394,Not Covered,,,,
508,21,Odisha(State),369,Puri,PURI,Odisha(State),PUR,18,387,Not Covered,,,,
509,21,Odisha(State),370,Rayagada,RAYAGADA,Odisha(State),RYG,27,396,Fully Covered,,,,
510,21,Odisha(State),371,Sambalpur,SAMBALPUR,Odisha(State),SMB,3,372,Not Covered,,,,
511,21,Odisha(State),372,Sonepur,SONEPUR,Odisha(State),SNE,23,392,Not Covered,,,,
512,21,Odisha(State),373,Sundargarh,SUNDARGARH,Odisha(State),SDG,5,374,Fully Covered,,,,
513,34,Puducherry(State),598,Karaikal,காரைக்கால்,Puducherry(State),KKL,4,637,Not Covered,,,,
514,34,Puducherry(State),600,Puducherry,புதுச்சேரி,Puducherry(State),PON,2,635,Not Covered,,,,
515,3,Punjab(State),27,Amritsar,AMRITSAR,Punjab(State),AMT,2,49,Not Covered,,,,
516,3,Punjab(State),605,Barnala,,Punjab(State),BNL,,54,Not Covered,,,,
517,3,Punjab(State),28,Bathinda,BATHINDA,Punjab(State),BTH,14,46,Not Covered,,,,
518,3,Punjab(State),29,Faridkot,FARIDKOT,Punjab(State),FRD,13,45,Not Covered,,,,
519,3,Punjab(State),30,Fatehgarh Sahib,FATEHGARH SAHIB,Punjab(State),FTG,8,40,Not Covered,,,,
520,3,Punjab(State),651,Fazilka,,Punjab(State),FAZ,,0,Not Covered,,,,
521,3,Punjab(State),31,Ferozepur,FEROZEPUR,Punjab(State),FRZ,11,43,Not Covered,,,,
522,3,Punjab(State),32,Gurdaspur,GURDASPUR,Punjab(State),GRD,1,35,Not Covered,,,,
523,3,Punjab(State),33,Hoshiarpur,HOSHIARPUR,Punjab(State),HSP,5,38,Not Covered,,,,
524,3,Punjab(State),34,Jalandhar,JALANDHAR,Punjab(State),JLN,4,37,Not Covered,,,,
525,3,Punjab(State),35,Kapurthala,KAPURTHALA,Punjab(State),KPR,3,36,Not Covered,,,,
526,3,Punjab(State),36,Ludhiana,ਲੂਿਧਆਣਾ,Punjab(State),LDH,9,41,Not Covered,,,,
527,3,Punjab(State),737,Malerkotla,,Punjab(State),MLR,,0,Not Covered,,,,
528,3,Punjab(State),37,Mansa,ਮਾਨਸਾ,Punjab(State),MNS,15,47,Not Covered,,,,
529,3,Punjab(State),38,Moga,MOGA,Punjab(State),MOG,10,42,Not Covered,,,,
530,3,Punjab(State),662,Pathankot,PATHANKOT,Punjab(State),PTK,,0,Not Covered,,,,
531,3,Punjab(State),41,Patiala,PATIALA,Punjab(State),PTL,17,48,Not Covered,,,,
532,3,Punjab(State),42,Rupnagar,ਰੂਪਨਗਰ,Punjab(State),RPN,7,51,Not Covered,,,,
533,3,Punjab(State),43,Sangrur,SANGRUR,Punjab(State),SNR,16,53,Not Covered,,,,
534,3,Punjab(State),608,S.A.S Nagar,,Punjab(State),SSR,,52,Not Covered,,,,
535,3,Punjab(State),40,Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,Punjab(State),NWN,6,39,Not Covered,,,,
536,3,Punjab(State),39,Sri Muktsar Sahib,ਸ੍ਰੀ ਮੁਕਤਸਰ ਸਾਹਿਬ,Punjab(State),SMT,12,44,Not Covered,,,,
537,3,Punjab(State),609,Tarn Taran,tarn taran,Punjab(State),TAR,,50,Not Covered,,,,
538,8,Rajasthan(State),86,Ajmer,AJMER,Rajasthan(State),AJM,21,119,Not Covered,,,,
539,8,Rajasthan(State),87,Alwar,ALWAR,Rajasthan(State),ALW,6,104,Not Covered,,,,
540,8,Rajasthan(State),775,Balotra,बालोतरा,Rajasthan(State),BLT,,,Not Covered,,,,
541,8,Rajasthan(State),88,Banswara,BANSWARA,Rajasthan(State),BNS,28,125,Fully Covered,,,,
542,8,Rajasthan(State),89,Baran,BARAN,Rajasthan(State),BRN,31,128,Not Covered,,,,
543,8,Rajasthan(State),90,Barmer,BARMER,Rajasthan(State),BMR,17,115,Not Covered,,,,
544,8,Rajasthan(State),774,Beawar,ब्‍यावर,Rajasthan(State),BWR,,,Not Covered,,,,
545,8,Rajasthan(State),91,Bharatpur,BHARATPUR,Rajasthan(State),BTR,7,105,Not Covered,,,,
546,8,Rajasthan(State),92,Bhilwara,BHILWARA,Rajasthan(State),BHL,24,122,Not Covered,,,,
547,8,Rajasthan(State),93,Bikaner,BIKANER,Rajasthan(State),BIK,3,101,Not Covered,,,,
548,8,Rajasthan(State),94,Bundi,BUNDI,Rajasthan(State),BND,23,121,Not Covered,,,,
549,8,Rajasthan(State),95,Chittorgarh,CHITTORGARH,Rajasthan(State),CGH,29,126,Not Covered,,,,
550,8,Rajasthan(State),96,Churu,CHURU,Rajasthan(State),CHR,4,102,Not Covered,,,,
551,8,Rajasthan(State),97,Dausa,DAUSA,Rajasthan(State),DAS,11,109,Not Covered,,,,
552,8,Rajasthan(State),767,Deeg,डीग,Rajasthan(State),DEE,,,Not Covered,,,,
553,8,Rajasthan(State),98,Dholpur,DHOLPUR,Rajasthan(State),DLP,8,106,Not Covered,,,,
554,8,Rajasthan(State),768,Didwana-Kuchaman,डीडवाना-कुचामन,Rajasthan(State),DDW,,,Not Covered,,,,
555,8,Rajasthan(State),99,Dungarpur,DUNGARPUR,Rajasthan(State),DNG,27,124,Fully Covered,,,,
556,8,Rajasthan(State),100,Ganganagar,GANGANAGAR,Rajasthan(State),GNG,1,99,Not Covered,,,,
557,8,Rajasthan(State),101,Hanumangarh,HANUMANGARH,Rajasthan(State),HGH,2,100,Not Covered,,,,
558,8,Rajasthan(State),102,Jaipur,JAIPUR,Rajasthan(State),JPR,12,110,Not Covered,,,,
559,8,Rajasthan(State),103,Jaisalmer,JAISALMER,Rajasthan(State),JSL,16,114,Not Covered,,,,
560,8,Rajasthan(State),104,Jalore,JALORE,Rajasthan(State),JLR,18,116,Not Covered,,,,
561,8,Rajasthan(State),105,Jhalawar,JHALAWAR,Rajasthan(State),JHL,32,129,Not Covered,,,,
562,8,Rajasthan(State),106,Jhunjhunu,JHUNJHUNU,Rajasthan(State),JHN,5,103,Not Covered,,,,
563,8,Rajasthan(State),107,Jodhpur,JODHPUR,Rajasthan(State),JDH,15,113,Not Covered,,,,
564,8,Rajasthan(State),108,Karauli,KARAULI,Rajasthan(State),KAR,9,107,Not Covered,,,,
565,8,Rajasthan(State),770,Khairthal-Tijara,खैरथल-तिजारा,Rajasthan(State),KTJ,,,Not Covered,,,,
566,8,Rajasthan(State),109,Kota,KOTA,Rajasthan(State),KOT,30,127,Not Covered,,,,
567,8,Rajasthan(State),782,Kotputli-Behror,कोटपूतली-बहरोड,Rajasthan(State),KTP,,,Not Covered,,,,
568,8,Rajasthan(State),110,Nagaur,NAGAUR,Rajasthan(State),NGR,14,112,Not Covered,,,,
569,8,Rajasthan(State),111,Pali,PALI,Rajasthan(State),PAL,20,118,Not Covered,,,,
570,8,Rajasthan(State),772,Phalodi,फलाैदी,Rajasthan(State),PHL,,,Not Covered,,,,
571,8,Rajasthan(State),629,Pratapgarh,PRATAPGARH,Rajasthan(State),PPG,,131,Partially Covered,,,,
572,8,Rajasthan(State),112,Rajsamand,RAJSAMAND,Rajasthan(State),RJS,25,123,Not Covered,,,,
573,8,Rajasthan(State),777,Salumbar,सलूम्‍बर,Rajasthan(State),SLR,,,Not Covered,,,,
574,8,Rajasthan(State),113,Sawai Madhopur,SAWAI MADHOPUR,Rajasthan(State),SMP,10,108,Not Covered,,,,
575,8,Rajasthan(State),114,Sikar,SIKAR,Rajasthan(State),SKR,13,111,Not Covered,,,,
576,8,Rajasthan(State),115,Sirohi,SIROHI,Rajasthan(State),SRH,19,117,Not Covered,,,,
577,8,Rajasthan(State),116,Tonk,TONK,Rajasthan(State),TNK,22,120,Not Covered,,,,
578,8,Rajasthan(State),117,Udaipur,UDAIPUR,Rajasthan(State),UDP,26,130,Not Covered,,,,
579,11,Sikkim(State),225,Gangtok,Gangtok,Sikkim(State),EDT,4,244,Not Covered,,,,
580,11,Sikkim(State),228,Gyalshing,Gyalshing,Sikkim(State),WDT,2,242,Not Covered,,,,
581,11,Sikkim(State),226,Mangan,Mangan,Sikkim(State),NDT,1,241,Not Covered,,,,
582,11,Sikkim(State),227,Namchi,Namchi,Sikkim(State),SDT,3,243,Not Covered,,,,
583,11,Sikkim(State),741,Pakyong,Pakyong,Sikkim(State),PKY,,0,Not Covered,,,,
584,11,Sikkim(State),742,Soreng,Soreng,Sikkim(State),GNS,,0,Not Covered,,,,
585,33,Tamil Nadu(State),610,Ariyalur,அரியலூர்,Tamil Nadu(State),ARI,17,616,Not Covered,,,,
586,33,Tamil Nadu(State),730,Chengalpattu,செங்கல்பட்டு,Tamil Nadu(State),CGL,,0,Not Covered,,,,
587,33,Tamil Nadu(State),568,Chennai,CHENNAI,Tamil Nadu(State),CHE,2,603,Not Covered,,,,
588,33,Tamil Nadu(State),569,Coimbatore,COIMBATORE,Tamil Nadu(State),CMT,12,632,Not Covered,,,,
589,33,Tamil Nadu(State),570,Cuddalore,CUDDALORE,Tamil Nadu(State),CDL,18,617,Not Covered,,,,
590,33,Tamil Nadu(State),571,Dharmapuri,DHARMAPURI,Tamil Nadu(State),DRM,5,630,Not Covered,,,,
591,33,Tamil Nadu(State),572,Dindigul,DINDIGUL,Tamil Nadu(State),DIN,13,612,Not Covered,,,,
592,33,Tamil Nadu(State),573,Erode,ERODE,Tamil Nadu(State),ERO,10,610,Not Covered,,,,
593,33,Tamil Nadu(State),729,Kallakurichi,கள்ளக்குறிச்சி,Tamil Nadu(State),KLL,,0,Not Covered,,,,
594,33,Tamil Nadu(State),574,Kancheepuram,KANCHIPURAM,Tamil Nadu(State),KCP,3,604,Not Covered,,,,
595,33,Tamil Nadu(State),575,Kanniyakumari,KANNIYAKUMARI,Tamil Nadu(State),KNY,30,629,Not Covered,,,,
596,33,Tamil Nadu(State),576,Karur,KARUR,Tamil Nadu(State),KRR,14,613,Not Covered,,,,
597,33,Tamil Nadu(State),577,Krishnagiri,KRISHNAGIRI,Tamil Nadu(State),KHN,5,631,Not Covered,,,,
598,33,Tamil Nadu(State),578,Madurai,MADURAI,Tamil Nadu(State),MDR,24,623,Not Covered,,,,
599,33,Tamil Nadu(State),735,Mayiladuthurai,,Tamil Nadu(State),MYL,,0,Not Covered,,,,
600,33,Tamil Nadu(State),579,Nagapattinam,NAGAPATTINAM,Tamil Nadu(State),NPM,19,618,Not Covered,,,,
601,33,Tamil Nadu(State),580,Namakkal,NAMAKKAL,Tamil Nadu(State),NMK,9,609,Not Covered,,,,
602,33,Tamil Nadu(State),581,Perambalur,PERAMBALUR,Tamil Nadu(State),PRM,16,615,Not Covered,,,,
603,33,Tamil Nadu(State),582,Pudukkottai,PUDUKKOTTAI,Tamil Nadu(State),PDK,22,621,Not Covered,,,,
604,33,Tamil Nadu(State),583,Ramanathapuram,RAMANATHAPURAM,Tamil Nadu(State),RMN,27,626,Not Covered,,,,
605,33,Tamil Nadu(State),731,Ranipet,ராணிப்பேட்டை,Tamil Nadu(State),RNP,,0,Not Covered,,,,
606,33,Tamil Nadu(State),584,Salem,SALEM,Tamil Nadu(State),SLM,8,608,Not Covered,,,,
607,33,Tamil Nadu(State),585,Sivaganga,SIVAGANGA,Tamil Nadu(State),SGG,23,622,Not Covered,,,,
608,33,Tamil Nadu(State),733,Tenkasi,தென்காசி,Tamil Nadu(State),TKS,,0,Not Covered,,,,
609,33,Tamil Nadu(State),586,Thanjavur,THANJAVUR,Tamil Nadu(State),TJV,21,620,Not Covered,,,,
610,33,Tamil Nadu(State),588,Theni,THENI,Tamil Nadu(State),THE,25,624,Not Covered,,,,
611,33,Tamil Nadu(State),587,The Nilgiris,THE NILGIRIS,Tamil Nadu(State),NIL,11,611,Not Covered,,,,
612,33,Tamil Nadu(State),589,Thiruvallur,THIRUVALLUR,Tamil Nadu(State),TRV,1,602,Not Covered,,,,
613,33,Tamil Nadu(State),590,Thiruvarur,THIRUVARUR,Tamil Nadu(State),TVV,20,619,Not Covered,,,,
614,33,Tamil Nadu(State),594,Thoothukkudi,Thoothukkudi,Tamil Nadu(State),TUT,28,627,Not Covered,,,,
